,Tweet,Label,Panjang_tweet,Jumlah_kalimat
310,takut banget buka wa.,Fear,21,4
311,aduh jadi malu,Fear,14,3
312,bikin kaget anak orang,Fear,22,4
313,sumpah itu kenapa anjir takut bgt pada begitu,Fear,45,8
314,wkt punya ld blm pernah deh iseng kenain ke aer wkwk takut..,Fear,60,12
315,takut kesushi,Fear,13,2
316,"kalo nyolong, malu mah kedengeran ama yang punya",Fear,48,8
317,pengen makan seblakk tp lagi irit duiitt takut ga cukup sampe akhor bulan wkwkw,Fear,79,14
318,aku belum makan siang makji gak selera ga belum nyangkut mau nangis gak menang rasanya malu..,Fear,93,16
319,tbl tbl tadi di cek darah akunya lg degdegan takut hasil ny suruh transfusi pls pls semoga lgsg operasi malem ini,Fear,113,21
320,takut tgk harga,Fear,15,3
321,khawatir tidak jelas,Fear,20,3
322,"banyak juga boleh kak, asal jgn kelepasan, ngeri gk ke rem, loss pula lagi.",Fear,75,14
323,waduh takut takut,Fear,17,3
324,"jujur sih kadang aku itu malu dan takut ngakuin kalau dia pacarku, iya bener karena fisiknya",Fear,92,16
325,hawane ngeri,Fear,12,2
326,"iya ya kalo dipikir gitu.. tadi udah aku takedown tadi bilangnya badge ijo itu squad leader, kayak hyotion sambil ngasih nunjuk foto takut jelek dimata fans mereka yaudah tadi langsung aku takedown",Fear,197,32
327,takut patah hati gara2 derek,Fear,28,5
328,"indahnya terbang terlalu tinggi, walau jujur ku takut jatuh terlalu jauh",Fear,72,11
329,heheh tapi aku takut dimaininn aduh,Fear,35,6
330,"coraline dulu pas kecil takut banget jir, mana nyebutnya dulu kartun mata kancing :(",Fear,84,14
331,"takut banget kena polusi, mau isoman dulu",Fear,41,7
332,hmm takut tapi tetap usahakan percaya diri lah pokoknya :(,Fear,58,10
333,takut bila dah start beli ni kang semua fav chara la nak beli,Fear,61,13
334,"minta tolong unit barunya lgsg dipasangin semuanya sm dicek flashnya bisa atau engga udh worry aja dari awal beli takut ada apa2 makanya smpe gosend instant taunya bener aja kena apes, untung sellernya baik mau ganti unit baru",Fear,226,38
335,tp gaboleh panikk nnti kalo panik kamu ngeblankk nanti malah gabisa ngerjain gaboleh panik,Fear,90,14
336,asli iyaa takut kopit tp katanya jg karna lg pergantian musim,Fear,61,11
337,aku deg degkan guys.. takut bahasa inggris ku belepotan,Fear,55,9
338,ngeri takut hpnya keinjek,Fear,25,4
339,edan ngeri nyuak mang,Fear,21,4
340,biar kagett soalnya aku kagett baca yoonmin kaget,Fear,49,8
341,"ada sapol juga tapi takut tiba"" yong drop sesuatu:'))",Fear,53,9
342,"gak papa sebenernya, masih bagus hasil fotonya gak ngaruh tapi gw takut tambah parah aja",Fear,88,15
343,takut skripsi,Fear,13,2
344,still can't help but feel so curious about her face. secantik apa sih kak raline sampe gege gak mau nunjukin fotonya ke orang-orang karena takut pada naksir gitu ya?,Fear,165,29
345,kaget bener suka tetiba logout tapi ga limit,Fear,44,8
346,ngeri keinjek hp nya min t__t,Fear,29,6
347,"makin dekat 10 februari, rasa campur aduk makin menjadi2.. ada bahagia karna anakku sudah mau 19, sudah makin dewasa.. ada cemas juga, karna alasan yg sama..",Fear,157,26
348,eh takut bgtt,Fear,13,3
349,ngeri bgt,Fear,9,2
350,takut dan dag dig dug bacanya tp bermanfaat bangett,Fear,51,9
351,duhh gue takut ke s,Fear,19,5
352,takut bgt moms,Fear,14,3
353,takut kak,Fear,9,2
354,"serem krn ttg sikopet gt nder, aku nonton itu lbh eneg sm takut gegara mainnya bunuh2an, tp ttp nonton smpe abis krn penasaran",Fear,126,23
355,"rada kaget ngeliat hasil semester kemarin, tapi ya mari tingkatin lagi di semester sekarang",Fear,91,14
356,knp si lu tuh wangi orang kaya gitu kak kan gua takut,Fear,53,12
357,"malu malu , takut salah langkah",Fear,31,6
358,kalo takut malu jangan dikasih palu mas,Fear,39,7
359,takut kecengklak kalo salting pagi-pagi.,Fear,40,5
360,aduh.... klo solo ssr gini suka takut,Fear,37,7
361,"mau meluk takut dosa, gak meluk mubadzir astaghfirullah bestie",Fear,62,9
362,takut limit wkwkw,Fear,17,3
363,"takut tapi enak takut tapi dilanjutin, idung belang",Fear,51,8
364,malu ah,Fear,7,2
365,kaget ..anu anu jgn tanya saya,Fear,30,6
366,yaallah kaget banget tiba2 di dm ka anin tau taunya win,Fear,55,11
367,kicep. takut ketauan mungkin.,Fear,29,4
368,kaget terus,Fear,11,2
369,"sumpah wak malu bgt. niat utk praktek efek deterjen ke ikan, lah ikan nya malah loncat dari wadahnya. gw refleks kaget dong, anjir jadi bahan tertawaan murid mana muridnya yg udah gede2 lagi",Fear,190,33
370,jangan di cepuin takut di cakar sama mix,Fear,40,8
371,"india lumayan ngeri,kalo korea agak bahaya meskipun 4 thn ini ms mereka dibawah kita,kalo hong kong ya gt deh",Fear,109,19
372,"tapi lanjut dimakan gak? takut banget kalo lanjut makan, takutnya ada pecahan beling kecil masuk ke perut",Fear,105,17
373,takut di photo tuh mak,Fear,22,5
374,"kak sumpah klo upgrade dri hdd ke ssd tu gabakal ngehank gini gak si? tabunganku cuma cukup buat upgrade itu, tapi takut juga ada kebutuhan praktikum mendadak. jadinya aku maju mundur mau upgrade",Fear,195,33
375,eh iya jujurr takut ketauan,Fear,27,5
376,"panik nya tuh di pikiran sih, sibuk mikirin ini mikirin itu, mikir kya ""aduh ini gimana, takut"" ""kaya apa ini"" smbil mau nangis",Fear,127,23
377,kejer panik takut kebakaran dormnya,Fear,35,5
378,malu bngt jatuh di parkiran,Fear,27,5
379,tadi aku lagi makan dapet notif kan kaget,Fear,41,8
380,"tadi baru gibah si crush gw kan nah tu tiba'orangnya muncul gw sengol lah kaki temen gw biar diem,kalau tau kan bisa malu",Fear,121,23
381,wooshik apa gak takut ini ampe trending di kr,Fear,45,9
382,"ga paham juga, padahal buat global. ngeri editornya",Fear,51,8
383,kaget kan lo,Fear,12,3
384,takut sha.,Fear,10,2
385,"gue takut di dpt guru, wml biar ga ketauan bk",Fear,45,10
386,"yang kupikirkan saat ini : ini org org yg punya kontak wa banyak ga pusing apa ya nyortir siapa aja yg bisa liat sw. gw cuma sekian aja, males nyortir dan jatohnya jadi males buat sw aja sklian. khawatir hal hal tidak diinginkan terjadi",Fear,236,44
387,awal smt 3 ada rekrutmen buat asdos mo daftar maju mundur takut ilmuku belum cukup,Fear,82,15
388,bisa bisanya semalem mimpiin gwinam takut bgt,Fear,45,7
389,iiih malu mau blng nnti pas libur semester pulang lg,Fear,52,10
390,"sebenernya lagi gelisah dikit soalnya tadi sekolahku banyak yang positif.. tapi overall baik-baik aja kook, hbu?",Fear,112,16
391,"[] takut ga bisa memerankan bapak min yoongi dengan baique, karena yoongi tu kek diem diem gt kan nah gue rada petakilan. sama takut kalo disuruh show off ke ""savage"" an nya tuh gue ga nyampe gitu.",Fear,197,37
392,meratib takut raya lps tu upload gambar g jln2 tmpt viral,Fear,57,11
393,malu kat fattah amin. berlakon kayu pun dia tak tengok kamera tauu,Fear,66,12
394,walau hati takut membadut,Fear,25,4
395,mama takut gmn,Fear,14,3
396,takut disomasi sm klien,Fear,23,4
397,asli takut di bagian reading sama speaking,Fear,42,7
398,alesan takut kena congorna soalnya ada guru yg menantunya kena tp masih ngajar,Fear,78,13
399,gue kalo liat ada musuh yang pasang title takut malah,Fear,53,10
400,"mau siapapun lawan ina w tetep takut, tembus semifinal pun juga lawan dari grup b serem semua",Fear,93,17
401,jujur takut digetok mami beli hoodie lagi,Fear,41,7
402,malah takut ga si,Fear,17,4
403,"ya iya lah, masak nggak takut kalau bobroknya dibongkar di pengadilan?",Fear,70,11
404,takut ga bisa makan,Fear,19,4
405,"kalo ampe kejadian, gue bikin lu malu seumur idup si liatin ae",Fear,62,12
406,negara kita negara demokrasi saling menghormati lebih penting. nur wahid takut banget sama namanya museum,Fear,105,15
407,duh bukan lagi mah..takut kebakaran,Fear,35,5
408,ngeri banget,Fear,12,2
409,takut banget,Fear,12,2
410,"gue kalo pms sakit bel tp gamau minum obat takut ketergantungan:(, uda nyoba dikompres pake air anget gaa tadii?",Fear,112,19
411,kami takut pada yang tidak berwujud,Fear,35,6
412,"ketularan kaget, pengawasan gak beres.",Fear,38,5
413,"aku malu, aku malu",Fear,18,4
414,wkwkwk takut bgt digigit lgi,Fear,28,5
415,takut bgt kalo nanti tiba-tiba ke,Fear,33,6
416,ujan anginn takut banget mana genteng tetangga gue melayangg banyak bgt untung gak kena orang huftt siang siang takut,Fear,117,19
417,takut banget..,Fear,14,2
418,ini both of inamas aku super khawatir banget sama para ms nya dah,Fear,65,13
419,"gembel style lgi, oke /jk ya allah, gw takut banget",Fear,51,10
420,takut kemalingan,Fear,16,2
421,malu kali nder,Fear,14,3
422,iyaa. aku juga jadi takut:((,Fear,28,5
423,ngeri ngono ya ndoro ngene kok sampeyan ngebet nyapres. ajur-ajur nda mending ngurusi banjir ndoro,Fear,98,15
424,kaget.. kok telat!,Fear,18,3
425,"emang sih, aku bukan siapa-siapa kamu. tapi aku nggak bohong kalau aku khawatir dengan keadaan kamu sekarang. bolehkah kalau aku yang menghubungi kamu duluan?.. tapi aku takut bikin kamu risih..",Fear,194,30
426,takut positif trs gbs skolah hhshshhdhshdhsh mau nangis aja sumpahh pdhal aku masuk angin anjir,Fear,95,15
427,jadi khawatir laptop ku ga kuat sama semua app buat kuliah,Fear,58,11
428,eh pala gue pusing bgt anjir td udh tegang takut ditanya tanya bu naning trnyt waktu sdh habis,Fear,94,18
429,"tafsir ya... antara kaget dan ngga kaget tapi tetep aja, ngeri boi",Fear,66,12
430,"hahaha.. emang lagi ngeri sih, tapi dulu pas curug hejo sepi. sekarang ngeri di cuaca sih, masih sering hujan.",Fear,110,19
431,uda berusaha untuk mengurangi faktor cemas dari diri sendiri lho adaa aja dari luar emang bener2 semakin dewasa ada aja yang harus dipikir,Fear,138,23
432,njirr gue malu guekira suara rose kagettt,Fear,41,7
433,kalo di slack suka takut chatnya capslock semua,Fear,47,8
434,"hi kak, mohon maaf terkait kendalanya. terkait kendala tersebut, untuk saat ini kami tidak dibekali informasi tersebut. apabila ada kendala lain jangan ragu untuk menghubungi kami ya kak. terima kasih ^wh",Fear,204,31
435,takut tp ttp percaya diri,Fear,25,5
436,ahahhah iya masama bayangin aja udah beli trus kaget karena belakangnya ga nyatu trus menangisi itu semua,Fear,105,17
437,karena kalo malu bakal malu banget ini lebih lebih dari orenji untung beneran iri jongu,Fear,87,15
438,"di kost bosen bgt, tapi mau main keluar takut deh kasus covid lagi naik. mana mau ada event, jadi mesti jaga kesehatan.",Fear,119,22
439,"yakan demen muji tapi dipuji balik malah malu, demen natap mata member giliran ditatap balik juga malu sendiri, cekidaw",Fear,119,19
440,takut gak siih,Fear,14,3
441,"kamu minum kopi 2 gelas, itu ngga sehat tau. kasian perut kamu mata gue mlotot kaget dong, apaan dah nih sksd?! pas gue noleh, anjir cakep bat heran",Fear,148,28
442,kok pada berani ya sama stranger.. apa ga takut h-word? tetep safe sex ya nder.,Fear,79,15
443,wkwk beneran takut tp,Fear,21,4
444,"merajuk la jugak mak aku tu, haha. pastu dh ambik booster apa semua tu; aku tnya mak aku. ada sakit tak? ada nak demam tak? pastu mak aku ckp. tak. hahqhah pastu aku jawab balik kat dia, abis hari tu takut sangat kenapa?",Fear,220,43
445,malu. gak fokus.,Fear,16,3
446,takut ditolak :),Fear,16,3
447,takut banget loch,Fear,17,3
448,"panik bnggett, mana gue pemalu lagi adhh",Fear,40,7
449,"kaget, kirain ada yang baru lagi",Fear,32,6
450,"” aku juga mau aware ttg isu kesehatan mental, disini aku mau negasin karakter hana yg sebenernya dia bukan denial/gengsi/ ga punya hati, tapi rata2 orang yg punya trauma secara seksual lebih sulit buat jatuh cinta atau nerima diri nya jatuh cinta karna terlalu takut",Fear,269,45
451,takut ah ntar dijual,Fear,20,4
452,"beuuhh, rambo semua modelnya nihh.. pantess dianggap saudaraa..(ngeri kalii maksudnya)..",Fear,88,10
453,aku klu blh nk buat kerja gila pinjam hair dryer kt dept aku tp tulah takut plak kantoi dgn boss,Fear,96,20
454,"panik tetiba mata bengkak sebelah, ternyata aku alergi ibuprofen",Fear,64,9
455,malu buat bilang haha agak takut jug,Fear,36,7
456,ngeri bgtt gituu di ciduk,Fear,25,5
457,mendengar hp bunyi teh sekarng malah takut.. takut dapat kabar buruk,Fear,68,11
458,"kata gw mimpi paling buruk tuh mimpi jadi pembunuh sumpah. gw sepanjang mimpi kaya stress sndiri ini gw kudu nyembunyiin mayatnya dmn trus gw kudu buat script apaa. sedih, takut, nyesel, panik, jadi satu. anjirlah stressful mampus.",Fear,231,37
459,kaget bgt liat om kungya masuk base sjdkdkkdldlr,Fear,48,8
460,"kaget lg ke toilet udh banjir, ternyata d-1 langsung cek flow dan wow ternyata benarr akurat jg flow yakk selama ini gue pikir gue haid selalu mundur atau kecepetan seminggu",Fear,173,30
461,"bismillah deh, gue masih takut soalnya kalo main warna pastel",Fear,61,10
462,gue takut dm authornya apalagi boong umur pdhl dosaan baca gituan gasi gatau si,Fear,79,14
463,"bangun jam 12.25 sesuai alarm, pas bangun panik bgt, hampir nangis karena kirain telat kelas. setelah beberapa detik baru inget kalo kelasnya jam 12.40",Fear,151,24
464,ngeri skrg dikantor ada sisi tipi yang bisa ngomong,Fear,51,9
465,tiba2 kok jdi takut kuliah offline ya,Fear,37,7
466,"iya, takut ke",Fear,13,3
467,gue juga takut.,Fear,15,3
468,takut lah tgk draw gp b ni ya allah,Fear,35,9
469,takut banget yatuhan sama cowo begini. padahal saya sendiri cowo,Fear,64,10
470,gampang nanti ta pancing pake tambang timba tapi jangan dalam dalam takut ga nyampe..,Fear,85,14
471,beraso nok makan biskut raya awal eh takut tokdei raya tahun ni,Fear,63,12
472,bingung nonton skz apa treasure.. beda bulan tapi takut menyesal karena ga ada waktu,Fear,84,14
473,wkwk kaget tbtb tur. adooh,Fear,26,5
474,"klo dh offer tuh dh takut, mending kasih harga pas ny",Fear,53,11
475,iyakan duh kalo udah kea gt takut banget tb2 beli tiket ke korea beneran,Fear,72,14
476,malu woiiiiiiiii,Fear,16,2
477,ako malu sekali,Fear,15,3
478,takut ngga lulus kpi kah?,Fear,25,5
479,agak ngeri ga segrup jangan2 ketemu di final,Fear,44,8
480,"waktunya kurang tepat kalo mau ke indo apalagi disini masih meningkat tuh cvd, aku takut dia knp knp, apalagi akhir akhir ini jadwal dia banyak banget ,cukup di korea aja jangan ke indo dulu semoga",Fear,197,35
481,"kaget loh, kenapa rame banget twtnya.. kirain ada apaan anjir",Fear,61,10
482,masih kaget tb2 di jepang,Fear,25,5
483,agak ngeri ya women nya,Fear,23,5
484,jd takut buat pacaran lagi,Fear,26,5
485,"aku gak kepikiran sampe kesitu ka, soalnya aku buru-buru karna itu wl aku takut keduluan orang",Fear,94,16
486,ngeri bgt casenya,Fear,17,3
487,"ngeri lo, dtg dtg twt ginian :"")",Fear,32,7
488,hah takut bgt,Fear,13,3
489,ngeri,Fear,5,1
490,"hujannya awet ihh, takut banjir",Fear,31,5
491,"teman-teman aku mau kasih info, aku bawa pulang lagi kucing aku karna dokternya lagi ga ada di petshopnya. aku takut kucing aku stress jd aku bawa pulang dulu, nanti kalau dokternya udah ada di tempat aku bawa lagi kesana.",Fear,222,39
492,that takut ngebungkus tho,Fear,25,4
493,gapake nama asli takut teemn rl tau wk,Fear,38,8
494,ngakak anjir takut bgt wkwkkwkw,Fear,31,5
495,"aku bukannya over atau lebay, aku cemburu, aku khawatir, aku bawel itu karna aku sayang dan takut kehilangan. itu aja. :')",Fear,122,21
496,gua jadi takut ada temen rl tau akun inii soalnya bisa diliat dri kontak kan apalagi gua dftr akun ini pake no hp..,Fear,115,23
497,"gue udh kaget jongu knp, rupany bnrn dikoms. udh panik",Fear,54,10
498,malu typo ya nder saking nsjahss nya,Fear,36,7
499,kok ngeri,Fear,9,2
500,cuma kaget doang..,Fear,18,3
501,"nanti dll, takut org bayar utang mamakku",Fear,40,7
502,"soale takut ada yg macem macem, kalo bawa temen kan seenggaknya ada yg bisa bantuin.",Fear,84,15
503,ipk 3.3 itu udah bagus ga sih?? takut banget mau kasih tau bokap kalo ipk segitu,Fear,80,16
504,pensil warna ketemu tapi ga yakin. takut ngerusak gambarnya,Fear,59,9
505,deg-degan nggak -tu ditanya habis nonton apa karena panik gw jawab habis nonton coboy junior addaffafsf,Fear,103,16
506,"warga sudah jadi korban, mas. dengan teror dan intimidasi terus menerus, secara psikologi pasti sudah ada warga yang mengalami trauma. belum lagi waktu yang harusnya bisa mereka gunakan untuk kegiatan produktif, harus dihabiskan untuk menjaga tanah lingkungan mereka..",Fear,268,38
507,aku masih pake se kamu mah ah udahlah aku malu,Fear,46,10
508,kaget gw jelek bgt tolong,Fear,25,5
509,winwin wayv tapi ini konten berbaayar gue kaget anjir masuk sini,Fear,64,11
510,aw malu,Fear,7,2
511,"kaget plus deg-degan pas ada pelanggan cewek yang negur saya pas lagi nongkrong di cafe. kayaknya si anak kedokteran ya, bening sama cantik bat, heran. mana suaranya lembut bat lagi, jadi keinget suaranya kak yessica",Fear,216,35
512,"braw! ngeri bgt tiap hari ambulance lewat terus, stay safe guys kurangin nongkinyaa",Fear,83,13
513,malu kali,Fear,9,2
514,tapi takut ketuaan juga di jalan ya kan wkwk walaupun gue wfh selamanya,Fear,71,13
515,ngeri,Fear,5,1
516,"gue fikir baba ga ikut. malu bgt asw gadeng, malu aja haha :')",Fear,62,13
517,gw panik tadi sempet ga balance trs gw ulang lagi dari awal,Fear,59,12
518,"eh sumpah gw panik, udh upload foto ltmpt tp lupa udh gw save blm tp udh di unggah sm udh di crop",Fear,97,22
519,dia anaknya juga jago banget gombal 11 12 sama ayem. aku takut meleyot,Fear,70,13
520,lebih takut arab di puncak,Fear,26,5
521,"bused sampai dua kali kirim. kata saya mah, mending sender muncul deh. dm saya coba, biar saya tahu. gak usah malu, dm saya terbuka luas, se-luas semesta. jangan buat saya penasaran tolong..",Fear,190,32
522,"enaknya tuh makan bakso makji soalnya dari pagi hujan terus pengen beli makan tapi takut tiba"" hujan deres lagi",Fear,111,19
523,"mau kaya gini pas ultah mendatang, tapi takut malah dijadiin bahan bullyan..",Fear,76,12
524,yep truee lagi lagi the oldies kan semua macam takut for booster sebab baca news regarding post-booster effectsi mmg ingat nak walk in ppv dkt pwtc tu je nanti hahah,Fear,165,30
525,ngeri bgt grup b.,Fear,17,4
526,"cape gasi anjrit tiap hari di teror proposal mulu, tertekannn",Fear,61,10
527,takut bgt lagi pilek,Fear,20,4
528,"orang2 sudah pinter .. takut dosa, klo gak adil.. srkarang banyak yg pinter..tapu tidak ngerti, ilmu bukan diamalkan, tp disalah gunakan..",Fear,138,21
529,gue takut dah jeongwoo merah,Fear,28,5
530,laptopnya kaget itu,Fear,19,3
531,"denger kata, foto-in satu-satu mukanya. dan yang bilang jendral bintang 4, mantang pangkostrad. warga kehormatan kopassus dan tentunya pimpinan tertinggi angkatan darat. ngeri bos..wkwk",Fear,185,24
532,ket u gak takut kuliah hukum kah ket?,Fear,37,8
533,"ml! cara ulti flicker ruby tu gimana ya? aku ulti malah flicker ke depan karna bingung pencet mana dulu hasilnya ketarik ngga, malu banget iya",Fear,142,25
534,"pak tolong lah ringan kn beban sya jdi orang tua yg takut anak nya di vaksin, anak sya 9 tahun pak umur nya. dada nya sering sakit pak.. setelah vaksin satu! terkadang saya mau nekad aja utk bunuh diri karena terlalu tertekan mengenai vaksin ni pak. tolong sya pak!!",Fear,266,49
